name,count
" Hao, Ke",1
"Sowa, Yoshihiro",1
" Oota, Sineenat",1
" Eichten, Steven R.",2
" Tong, Minman",1
" Wright, Anthony",1
" Pei, Linqing",2
" Moilanen, A. J.",2
" Luo, Zhishan",1
" Li, Xingwei",1
"Jang, Se Hyeon",1
"Bao, Linlin",1
"Gallet, Romain",1
" Ossowski, Stephan",1
"Larsen, Jillian M.",1
" Collins-McIntyre, L. J.",8
" Sanchez-Ramos, Ismael",1
" Khalil, Mohammad Aslam K.",1
" Murphy, Robert W.",3
" Korup, Kirsten",1
" Madasamy, Kanagaraj",1
" Chen, Dongsheng",4
" Yang, Junhua",2
"Wang, Z. H.",1
" Kim, Chang-Bae",1
" Sargent, Edward H.",21
" Dias Bainy, Afonso Celso",5
" Hall, S. R.",1
" Stehlik, Josef",1
" Sun, Qiang",15
"Barbachano, Antonio",1
" Zhou, Wei-Hong",1
" Tang, Xiaodi",3
" Wang, Yajing",1
" Song, Zhao-Liang",1
" Svecova, Viasta",1
" Hu, Yuanli",1
"de Jesus-Diaz, Dennise A.",1
" Reagon, Michael",2
" Rosenberg, David R.",2
" Frolova, Nadezhda",1
"Leticia Garcia-Cabeza, Ana",1
" Bermejo, J. L.",1
"Yu, Guoqin",2
" Shimomura, Kouhei",1
"Li, Yingxuan",1
" Liang, Tingan",1
" Yang, Jing-Wen",1
" Chen, Ying-Chih",1
"He, Juan",2
" Zeng, Xiangchao",1
" Mueller, Lukas A.",10
 Yu Xiao-Han,1
" Jonsson, Viktor",1
"Dijkstra, T. A.",1
" Perumal, Sampath",1
" Mumford, E.",1
" Parsa, E.",1
"He, F.",1
"Moyer, Megan M.",1
" Fan, Jiajie",1
" Lorscheid, Sebastian",1
" Chen, Dairong",1
" Yang, Yudong",1
" Gruber, Nicolas",4
" Su, Jui-Hsin",1
" Chen, Alyce A.",1
" Amora, Rainier",1
"Cong, Shan",1
" Malina, Robert",1
" Mohanty, S.",2
" Andrews, Nathaniel",1
" Ackermann, Rebecca R.",1
" Wu, Chau-Ron",1
" Grabherr, Reingard",1
" Mortensen, Alicja",2
" Sun, Jiankun",1
" Geisslinger, Gerd",1
"Gao, Zezheng",1
" Chandiran, Aravind Kumar",7
" Gruen, D.",1
" Harms, Hauke",1
" Gordon, S. D. S.",3
" Chen, Yen-Ting",1
"Massel, Karen",1
"Testero, Sebastian A.",1
" Wang, Ruining",1
"Niu, Shuwen",1
" Cengia, Louise",1
" James, John",1
" Hammerschmidt, Sven",1
"Ma, Lu",1
" Liu, Li-Min",6
" Cresswell, Hamish",1
" Almassy, Jans",1
" Liu, Ying-Yu",1
" Guyard, Laurent",1
" Shata, Mohamed Tarek",1
"Yu, Dequan",1
"Limera, Cecilia",1
" Pepermans, Elise",1
" Chantratita, Narisara",1
" Brown, Douglas G.",1
" Casturi, Lokin",1
" Martinez-Redondo, Vicente",1
" Guan, Jia-Qi",1
" Qin, Boyin",3
" Park, Aekyung",1
" Duan, Chang-Kui",1
" Kwong, Peter D.",1
" Guignard, J.",1
" Zhang, Huaibo",1
" Bers, Donald M.",4
" Phalora, Prabhjeet",1
"Wei, Hong-Hong",1
" Pomatto, Michelle E.",1
" Nenes, Athanasios",1
"Yang, Yi",1
"Founda, Dimitra",1
" Palmer, Ian",1
"Cheng, Cheng-En",1
" Duy, Luong Xuan",1
" Zhang, Boyu",2
" Javier Ruiz-Ojeda, Francisco",1
" Riedel, Sebastian",4
"Meng, Zheng",1
" Stoffel, Markus",1
" Cheng, Pi-Ju",1
"Tsai, Chung-Jung",1
" Shekhar, Prabhanshu",1
" Hara, T.",3
" MacKenzie, Scott M.",1
" Miao, Guoqing",1
" Bazgan, S.",1
"Zhang, Peng",12
" Raeder, Benjamin",1
" Gillespie, Joseph J.",1
" Kendall, Brian",1
" Pushpanjali, Pendyala",1
"Wu, Lin Mel",1
" Millar, Sarah",1
" Liu, Jian-wei",1
" Sheng, Jingsi",1
"Holtappels, Michelle",1
" Lan, Tianyi",1
" Liu, Yongchang",1
" Bressan, M.",1
" Weiss, Roger D.",2
" Messano, Giuseppe Alessio",1
" Song, Shu-Hui",2
" Beauchemin, Mathieu",1
" Lin, Jie-Kuan",1
" Taboada, Xoana",1
" Xie, Huaying",1
" Sherwood, James",2
" Arepally, Sagar",1
" Xu, Shungao",2
" Sparvoli, Francesca",1
" Fu, Naiyang",1
" Gorena, Karla M.",1
"Silva, Gabriela Vieira",1
" Ide, Satoru",1
" Smith, Arthur R.",1
" Prato, Maurizio",2
" Martinez, Miguel",1
" Cao, Wenwu",4
" Skeehan, Emily E.",1
" Kim, H-S",1
" Kuhlee, Anne",1
" Kaller, Max",1
" Yang, Li-Na",5
" Zhong, Liyun",1
"Qiao, Jianhui",1
" Church, John",1
" Huang, Jinsong",16
" Lv, Yuting",1
" Cui, Xu",1
" Hu, Hailin",1
" Winn, B. L.",2
"Gaudino, Emanuela Calcio",1
"Qiu, Fazheng",1
"Gaur, Ritu",1
" Miao, Yan",2
" Tian, Xingjun",1
" Wunder, Joerg",1
" Xu, Sha",1
" Ji, Fang",1
" Lo, Min",1
" Tan, Yunhao",2
" Bastiaannet, Esther",1
" Gopinath, Gayathri",1
" Liu, Yanhui",1
" Goeth, Melanie",1
" Hodge, Stephen A.",1
"Qu, Yanyan",1
"de Alba, Angel Emilio Martinez",1
"Barpuzary, Dipankar",1
" Yin, Hang",8
" Pham, Tony",1
" Francisco, Maria",1
" Dravid, Vinayak P.",3
" Heintz, Nathaniel",1
" Coh, Senia",1
" Nadim, Mitra K.",1
" Yu, Peng",2
" Xia, Junhui",2
" Doco-Fenzy, Martine",1
"Charrel, R. N.",1
" Schrumpf, Erik",1
"Burford, Gemma",1
" Post, K. W.",2
"Lu, Xueyi",1
" Cierpicki, Tomasz",1
" Kang, Guozhang",1
" Gopalakrishnan, S.",1
" Saravanan, R.",1
" Excler, Jean Louis",1
" Hauke, Frank",1
" Hou, Jundi",1
"Craig, Stephanie M.",1
" Gallo, Elena",1
" Zhang, Qinyuan",1
"Hooper, Katherine",1
" Kim, Kyusik",1
" Starobova, Hana",1
" Jing, Shan",1
" Garcia, Maria B.",1
"Jones, Philip J.",1
" Li, Dianfan",5
"Tang, Yanhong",2
"Aken, Bronwen L.",1
" Campbell, James D.",1
" Bahl, Martin I.",1
" Lin, Bo",1
" Stormo, Keith E.",1
" Gophna, Uri",1
" Maruschke, Matthias",1
" Kang, Long",2
" Frouz, Jan",1
" Stine, O. Colin",1
" Yufa, Nataliya",1
" Li, Zhiguo",1
" Nahas, Yousra",1
" Hua, Lin",1
"Shih, Yen-Chen",1
"Cushion, Melanie T.",1
" Huang, Ye",3
" Conesa-Boj, Sonia",1
" Tucker, Brad",1
" Bowman, Andrew S.",3
" Ursin, Rupert",4
" Liu, Wen-Can",1
" Wang, Na",9
" Russell, Angela J.",1
"Zhou, Ning",1
" Wang, Yongbiao",7
" Andre, N.",1
" Catalano, Domenico",1
"Wuestner, Sebastian",2
" Massalha, Hassan",1
" Huang, Shiguo",1
" Li, Hong-Chun",2
" Sok, Devin",1
" Yeung, K. W. K.",1
" Wunch, Debra",1
" Hughes, Patrick A.",1
" Ma, Yuanqing",1
"Korinkova, Petra",1
" Park, Sangjun",1
" Cho, An-Na",1
" Sun, Yao",2
" Pei, Cuijin",1
" Zhou, Zhen",6
" Wesley, W. A. C.",1
" Zhang, Zhenlong",1
" Yu, Wei-Can",1
"Toksoy, Muhammet Fatih",1
" Laporte, Jocelyn",1
" Martilli, A.",1
" Li, Dan",24
"An, Boo Hyun",1
" Fischer, Arthur J.",1
" Mochizuki, Dai",1
" Song, Yinmin",2
" Korte, Pamela",1
" Kosel, Juergen",2
"Paikar, Arpita",1
" Marko, John F.",2
" Yin, Dandan",4
" Gurskyte, Egle",1
" Conde, Joao",1
" Rich, R. M.",1
"Breeze, Paul S.",1
" Smith, David R.",4
" Jansonius, Ryan P.",1
" Hao, Lili",3
" Vander Zanden, M. Jake",1
" Bertos, Nicholas R.",1
" Sakai, Yuta",2
" Huan, Xiujia",1
" Xiao, Yuanlong",1
" Iwabu, Masato",1
" Lian, Ying",5
" Mills, David A.",1
"Brauchli, Sven Y.",1
" Clapham, David E.",7
" Sedlmayr, Nicholas",1
" Snoeberger, Robert C., III",1
" Gerards, Mike",1
" Mansfield, Shawn D.",1
" Zhao, Weiqian",1
"Hermanns, C. F.",1
" Hildebrand, Joanne M.",1
" Mikulski, Pawel",1
" de Silva, Deepthi",1
"Takiguchi, Hajime",1
" Fontaine, Emeline",1
" Tan, Yinling",1
" Oreshkin, S. I.",2
" Struk, Sylwia",2
"Whitmer, Shannon L. M.",1
" Zhang, Wencheng",2
" Skilleter, Gregory A.",1
" Willott, Chris J.",1
" Wu, Haipeng",15
"Bouchouit, K.",1
" Li, Siguang",4
" Dehghani, Hossein",2
" Noh, Jun Hong",2
" Sela, Noa",1
"Chen, Hao-Hong",1
" Gustafson, Reka",1
"Vamvakeros, A.",1
" de Armas-Rillo, Laura",1
"Pozzi, Eric K.",1
" Yang, Yanbo",3
" Li, Xiaoyun",2
 Liu Liyong,1
" Weckwerth, Wolfram",4
" Yin, S.",1
" Machado, Rui S. R.",1
" de Groot, Bert L.",1
" Lei, Wenwen",1
" Wang, Shaoxiao",1
" Wu, Y. P.",2
" Zhang, Chengfei",1
"Chomiuk, Laura",1
" Nittler, L. R.",1
"Khalili, Kamel",1
" Carmichael, S. Thomas",1
" Nash, Leanne T.",1
" Wang, Jing-Jing",2
" Ramsay, Gavin",1
" Li, Xiaogang",8
" Zvoriste-Walters, C. E.",1
" Crnjac, Josip",1
"Tomasova, Lenka",1
" Atwater, Emily",1
" Chantret, Nathalie",2
" Leggett, Richard M.",1
"De La Torre, Amanda R.",1
"Secrier, Maria",1
" Rahman, Abdullah F.",1
" Clark, Kathryn E.",2
" Pohl, Ehmke",1
" Zhou, Jinming",2
" Mittal, Anuradha",1
" Coad, Jane",1
" Yuan, Guo-Liang",2
"Vigetti, Davide",1
" Wang, J. X.",2
" Adami, Alexander J.",1
" Li, Mei",11
" Kim, Seong Heon",1
" Kibria, M. G.",1
"Han, Qiang",1
" Blinkhorn, James",1
" Nishimura, Yoshifumi",3
" Qin, Wenhao",1
"Wang, Le-Zhi",1
"Juan, David",1
"Miao, Tizong",1
"Jang, Jiho",1
" Barnard, Anna",1
"Deeming, D. Charles",1
" He, Fuchu",2
" Horton, John R.",1
"Zanardi, Odimar Zanuzo",1
" Kenchington, Charlotte G.",2
" Yoshihara, Fumiki",1
" Silva, Danielle Pereira",1
" Crair, Michael C.",1
"Lue, Biao",1
"Liu, Sijie",1
" Fuller, Dorian Q.",6
" Loyd, James E.",1
" Denise, Hubert",1
" Haack, Amanda J.",1
" Scicchitano, David A.",1
" Chen, Shougang",2
"Sato, Yukuto",1
"Sreekumar, Amulya",2
" Bianchini, A.",1
" Williams, Louise H.",1
" Altman, Naomi S.",1
" Parakkal, Geetha",1
"Ding, Chunyu",1
" Fukumori, Akio",1
" Kuntz, K. D.",1
"Wang, Xueqian",1
" Bartels, Sebastian",1
" Zhang, Chi",18
" Baik, Chan-Wook",1
" Qu, James",1
" Wei, Zongbo",1
"Yan, Junyan",1
" Han, Yuting",1
"Wang, Chin-Li",5
" Wang, Di",14
" Zheng, L.",2
"Cappelle, Julien",1
" Schwarz, Toni M.",1
" Zhu, Weiwei",2
" Koelling, Sebastian",1
"Totura, Allison L.",2
" Zhou, Hai-Bing",1
" Blagoev, Blagoy",1
" Oliveira, Ivo S.",1
" Li, Jiansheng",3
" Fan, Liang-Liang",1
"Maity, Arpita",1
" Perales-Raya, Catalina",1
" Lien, V. T.",1
" Zhao, Xiaochuan",1
" Vanden Bossche, Robin",2
" Zhang, Xuanxuan",1
" Vazquez, P.",1
" Gao, Jianchang",2
" Yan, Manqing",1
"Yang, Yingchang",1
" Gomez, Bernard",3
 Yan Yan,2
" Kershaw, Christopher",1
" Yahr, Timothy L.",1
"Grabe, Veit",1
" Yarygin, Konstantin S.",1
" Li, Xucheng",1
" Setsuko, Suzuki",1
" Creaser, Claire",1
"Manti, S.",2
" Chang, Ling-Yu",2
" Rosenfeld-Gunn, Robin J.",1
" Bosch, Thomas C. G.",1
" Tito, Raul Y.",1
" Litvin, Radek",1
" Shkunov, Maxim",1
" Kuperwasser, Charlotte",1
" Stolarczyk, Jacek K.",1
" Wang, Ye Feng",3
" Wilson-Perez, Hilary E.",1
" Sarti, Alba Clara",1
" Kojima, Yohei",2
"Farahi, Nader",1
" Killian, Manuela S.",1
" Jin, Changzi",1
" Nozoye, Tomoko",1
" Ben-David, Uri",1
" Landes, Reid D.",1
" Chang, Miao",1
" Scaroni, Carla",1
" Liao, Sheng-Kai",4
" Chen, Shuangbao",1
" Gerotto, Caterina",1
" Peng, Fang Ren",1
" Luong, Karen Tu",1
" Cabrini, Stefano",1
" Porter, Natalie",1
" Felsenstein, Kevin M.",4
" Park, Hee Ho",1
"Wang, Wen-Xiang",1
"Normand, Sylvain",1
"Chen, Zhu",1
" Hutter, Eliza",1
" Macklin, Jillian A.",1
" Bellon, P.",2
" Mikhailov, N. N.",1
" Pu, Kanyi",1
" Long, H.",1
"AhYoung, Andrew P.",2
" Xu, Shuangjuan",1
" Cheng, Anchi",1
" Cuomo, Alessandro",1
" McSkane, Michelle",1
" Li, Hu",7
" Queiroz, Ana L.",1
"Li, Zi-Yu",1
"Lira-Junior, Ronaldo",1
" Barrett, Steven R. H.",1
"Wu, Lailei",1
" Laxalt, Ana M.",1
" Dang, Minghao",1
" Launay, Jean-Michel",1
" Hinnov, Linda",3
" Chen, Chih-Jung",1
" Koutsonanos, Dimitris G.",1
"Chang, Hongjuan",1
 Lu Xin,1
" Ding, Song-Yuan",1
" Clemmensen, Christoffer",1
" Zhu, Qinlong",1
" Su, Hai B.",1
" Liang, Yuyong",1
" Cui, Guiyou",1
"Chen, Han",2
" Xiao, Lina",1
" Oh, Won-Chun",1
" Bing, Guoxia",2
" Ma, Yanyan",1
" de Jong, Rineke",1
" Bhave, Tejashree",1
" Martik, Megan L.",1
" Fan, Qingyan",1
" Huang, Pin-Yao",2
" Heriche, Jean-Karim",1
"Rothhammer, Veit",1
" Rieppel, Olivier",4
" Zhu, Qichao",1
" Wilson, Michael T.",1
"Weinhold, Frank",1
" Kingshott, Peter",1
"Gunster, Regina A.",1
" Lehmann, Anika",1
" Zyablovsky, Alexander A.",1
" Bluthgen, Nico",1
" Yu, Xue-Feng",1
" Brocious, Jordan",1
" Garzione, Carmala N.",1
" Pagan-Torres, Yomaira",1
"Koirala, Nikesh",1
" Wu, Hai-Shun",1
" Ross, Noam",1
" Sun, Huafei",2
"De Vos, J.",1
" Huang, Jianwen",1
"Zhou, Luwenjia",1
" Maynard, Ernest L.",1
" Hu, Xiao-Xuan",1
" Lehmer, B. D.",2
" Mallapragada, Surya K.",1
"Liu, Hefei",1
" Khatib, Hassan",1
"Schuster, Richard",1
"Yang, Xiaolu",1
" Hamilton, Travis",1
" Park, Michelle",1
" Hochman, Gal",1
" Yang, Hongping",1
" Taubenberger, S.",1
"Oyelude, Emmanuel O.",1
" Yue, Dan",1
" Potts, Richard",1
" Huang, Hongliang",3
" Baxa, Ulrich",1
"Fan, Zhenxin",1
"Cui, Zhi-Hao",1
" Daniel, C.",1
" OHara, Steven P.",1
" Izquierdo-Carrasco, Fernando",1
"Rong, Hongpan",2
 Peter Batary,1
 Bao Xing-guo,1
" Vazifeh, M. M.",1
" Pitt, Geoffrey S.",1
" Chen, Na",4
" Chen, Guanyu",1
" Kim, Timur",1
"Vergara-Amado, Jonathan",1
" Kakegawa, Takeshi",1
" Ikeda, Terumasa",2
" Gao, Xuzhu",1
" Hu, Shuijin",5
"Linkem, Charles W.",1
" Feng, J-Y",1
" Beharrell, Mathew J.",1
" Li, Tao",25
" Zhang, Bichen",1
"Scarpellini, Emidio",1
" Shuman, Nicholas S.",1
" Vollhardt, D.",1
" Mandal, Sudip",1
" Pedro, Mireia",1
" Chou, Hao-Ju",1
"Zhu, Xiangcheng",2
"Mohamed, Norani Muti",1
" Zaim, J.",1
" Cadule, Patricia",1
"Takishita, Kiyotaka",1
" Savasta, Salvatore",6
" Bartolomei, Marisa S.",4
" Chevigne, Andy",2
"Johnson, Elizabeth L.",1
" Su, Shu-Lan",2
" Cader, M. Zameel",2
" Zeng, Xiao Cheng",8
"Qi, Weikai",1
" Kleinn, Christoph",1
" Duan, Limei",2
" Loy, Alexander",2
" Spehner, Daniele",1
"Zhang, Qing-Hua",1
" Adler, Robert F.",1
" Agetsuma, Masakazu",1
" Keilmann, F.",1
" Jin, Haijing",2
" Hesselink, Thamara",1
" Zhang, Litong",1
" Angelucci, Luca",1
"Ogoke, Ogechi",1
"Tan, Yuan",1
" Galoppini, Elena",2
" Shen, Guanjun",1
" Heestand, Bree",1
" Fang, Cheng",1
" Lashley, Tammaryn",1
" Chang, H.",2
" Riley, William J.",1
"Massart, R.",1
" Pazos, Antonio J.",2
" Schlathoelter, Thomas",1
" Chen, Baoliang",1
" Zhang, Xianlong",2
" Chen, Juan",4
" Wu, Hong",7
" Song, Xianliang",1
" Elbaz, Judith",1
" Ren, Dejian",2
" Cao, Shuqing",1
" Scholtens, Denise M.",1
" Ali, Rashid",1
 Ren Ji-Gang,2
" Xu, Guo Qin",1
" Khurana, Surender",1
 Lu DengSheng,1
" Leang, Sook-Kwan",1
"Komesu, Takashi",1
" Jiang, Bowen",2
" Yang, Z. C.",1
" Gao, Chunxu",1
" Itoh, Kohei M.",1
" Li, Hong-Ju",1
" Ramesh, K. T.",2
" Higgins, Cassandra B.",2
"Finley, Lydia W. S.",1
" Kim, Hoon",1
" Sato, Mitsuru",1
" Basart, Sara",1
" Li, Jianhai",3
" Kou, Xinyun",1
"Zhao, Ke",2
" Cattolico, Rose Ann",1
" Vergara, Alessandro",1
"Zheng, Min",2
" Levy, Avraham A.",2
" Su, Kunmei",1
Li Mi,2
" Edgar, Bruce A.",1
"Maier, Tanja V.",1
" Rabbani, Alimohammad",1
" Patterson, James T.",1
" Bhagyaraj, Ella",1
" Gao, Shuai",1
" Zhang, Yingqi",2
"Munoz Bodnar, Alejandra",1
" Kamitani, Yukiyasu",1
" Dayanandan, Selvadurai",1
"Zhu, Qiuxiang",1
" Jacob, Kimberly D.",1
" Rana, Rajendra S.",1
" Melgiri, N. D.",1
" Li, Hushan",1
" Sunguroglu, Asuman",1
"Sete, Eyob A.",1
" Oberst, Andrew",3
" Zheng, Yajie",1
"Ruan, Ying",1
" Gao, Mian",1
" Wang, Haiming",1
"Li, Lixin",1
" Zhao, Lifang",1
" Dai, Ningbing",1
" Stanishev, V.",1
" Meyer, Diogo",1
" Zhai, Pengcheng",2
" Tan, Ken",1
" Tobi, Elmar W.",1
" Cui, Huan",1
" Ryu, Hyejin",1
" Qiu, Qiang",2
" Toutain, Bertrand",1
" Yang, G. -S.",1
" Baker, Susan S.",1
" Yang, Songguang",3
" Vongphayloth, Khamsing",1
" Kusumawati, Yuly",1
"Trowitzsch, Simon",1
" Pickavance, G. C.",1
" Holland, David J.",1
" Guo, Renhua",2
" Magnusson, Martin H.",1
"Pendola, Martin",1
" Piao, Jin-hua",3
" Jiang, Luguang",2
" Caterino, Michael S.",1
" Liu, Wei-Wei",1
" Kroemer, Guido",11
"Mansfeld, Ben N.",1
" Melliand, Kevin",1
"Zhang, Lijun",2
"Rhodes, David A.",1
"Kohse-Hoeinghaus, Katharina",1
" Lu, Junfeng",2
" Berens, Christian",1
" Yin, Xuewen",1
" Redshaw, Carl",1
" Zeng, Xiongsheng",1
" Molina, Gabriel",1
" Grigorev, V. M.",1
" Madsbad, Sten",1
" Zhang, Lichao",5
" Peng, C. -Z.",1
" Yoon, Hwan Su",1
"Zhu, Chongqin",1
" Tapley, Jeffrey",1
" Derreumaux, Philippe",2
" Chase, Zizwe A.",1
" Ma, Hedi",1
" Carboni, Martin Federico",1
" Ge, Qian-Qing",1
" Zvyagina, Alexandra I.",1
" Angeles Herranz, Maria",2
" Petersen, Ian R.",5
" Kogimtzis, Alexandros",1
" Ke, Chang Wen",1
" Xie, Jijia",2
" Zhu, Xiaojun",2
"Yano, Kenji",1
 Ge Guo-Qin,1
" Shan, Shan",1
" Perlemuter, G.",1
"Xu, Lifan",1
" Danino, Ortal",1
" Kang, Shin Wook",1
" Gahan, Cormac G. M.",1
" Cantone, Irene",1
" Payandeh, Masoud",1
" Si, Huaijun",2
" Zeng, Bin",1
" Jiang, Wei-Chao",1
"Zhu, Cheng",2
" Kolodziejczyk, Aleksandra A.",1
" Saio, Hideyuki",1
" Bowman, Krista K.",1
" Zhang, Xian",1
" Peng, Liuxia",1
" Maleszka, Ryszard",1
" Chen, Guanjun",2
" Finlayson-Pitts, Barbara J.",1
" Stegemann, Sandra",1
" Rees, D. Aled",1
" McIntyre, H. David",1
"Suzuki, Sakiko",1
" Clarke, Stephen H.",1
" Liu, Gui-Bin",2
" van der Hoek, Lia",1
"Greer, Renee L.",2
" Karver, Caitlin E.",1
 Liu Yun,1
" Bermudez de Castro, Jose Maria",2
" Bao, Changjun",2
"Guo, Jun",1
" Chang, Kin-Chow",5
" Zhang, Lirong",4
" Damert, Annette",1
" Lee, Sanghun",2
"Zhong, Min",1
" Marro, Samuele",1
" ter Beek, Josy",1
" Davis, Catherine",1
" Bauwelinck, Johan",1
" Fitzgerald, Stephen",2
"Zenobi, Renato",1
" Herzig, Volker",2
" Jacobson, Kenneth A.",13
" Pryor, Donald E.",1
" Haenggi, Peter",2
" Vernaldi, Saskia",1
 Liu Yong-bo,1
" Wiggin, Giselle R.",1
" Chan, Wai Kin",1
"Zheng, Bing",1
" He, Song",1
" Podgorska, Anna",1
" Pieters, C. M.",1
" Kaewin, Tinnagon",1
"Liu, Hai-Feng",1
" McLaughlin, Sarah",1
" Chen, Xuan",2
"Grose, Margaret J.",1
"Koel, Bjorn F.",1
" Almeida, Rafael Ribeiro",1
"Qu, Sanyin",1
"Zwickl, Derrick J.",1
"Cheng, Miaomiao",2
" Widschwendter, Martin",1
"Gibson, Carl H.",1
" Niescierowicz, Katarzyna",1
" Schatz, Sonja",1
" Haberer, Georg",2
" ONeill, Karla M.",2
" Ye, Bin",5
" Liao, Xiaoping",1
" Takagi, Masatoshi",1
" Cao, Dennis",2
" Nathanielsz, Peter W.",1
"Dunbar, Tiffany L.",1
" Ugeda, Miguel M.",1
" Nakanishi, Momo O.",1
" Zhang, Menghan",1
" Evers, Jochem",1
" Zakhidov, A.",1
" Ohnishi, Ippei",1
" Schoor, Michael",1
"Zhang, Jia",1
" Glenn, Gregory",1
" Qian, Yanyan",1
"Meng, Xiuxiang",2
" Shin, Dongkwan",1
"Choo, Jocelyn M.",1
" Yu, Liqin",1
" Liu, Lei",28
" Dhaygude, H. D.",1
"Rajapaksha, Harinda",1
" Kosmala, Arkadiusz",1
" Houstek, Josef",1
" Pollack, Lois",1
" Singh, Dharmendra",2
" Sy, Ousmane",1
"Tian, Di",3
" Tsokos, George C.",1
" Qian, Xiaodong",2
" Kang, Yun Sik",1
" Crain, Andrew M.",1
" Hansen, Torben",12
" Wu, H. Z.",1
"Manders, Jesse R.",1
" Wu, Shenglong",1
" Li, Xueyong",2
" Schroder, Stephan",1
" Qin, C. C.",1
"Stangel, Christina",3
" Marin, Frederic",6
" Abyzov, Alexej",1
" Wang, FengYing",1
" Felix, R. C.",1
" Nayfeh, Abeer",1
" Gerber, Tobias",1
" Xiong, Shiqin",1
" Chen, Liangbi",3
" Calleja, Enrique",1
"Hong, Youwei",1
" Pan, Chunxu",2
" Weigt, Hannes",1
 Sheng Jie-Ming,1
" Stieglitz, Marc",1
"Maruyama, Takahiro",1
"Klungland, Arne",2
" Motta, Nunzio",1
" Yin, Xuemei",1
" Murphy, Michael P.",1
" Waight, Andrew",1
" Maravelias, Christos T.",1
" Sun, Yeping",1
" Kayentao, Kassoum",1
" Ricklefs, Robert E.",1
" Yang, Jiayun",1
" Deng, Bin",1
" Hans, Fabienne",1
" Mamon, Gary A.",1
" Harrang, E.",1
" Sekiya, Michiko",1
" Zhu, Li-Na",2
"Jiang, Juncong",1
" Stevenson, J.",1
 Yu Feng,1
" Shin, Donghyeop",1
" Borse, Rebekah H.",1
" Basak, Durga",1
" Fafournoux, Pierre",1
" Tan, Yulin",2
" Digard, Paul",1
" Stieger, Bruno",1
" Chen, Xianfeng",7
" Patnayak, Devi P.",1
" Musinova, Y. R.",1
" Harris, Reuben S.",15
" An, Zhi-Jie",1
" Ma, Yanzhang",1
" Wu, Yong-Sheng",1
" Takata, Tsuyoshi",2
" Bao, Rui",1
" Duan, Jialei",4
" Poland, Jesse A.",4
"Le, Mi Ha",1
" Wang, Guang-Ji",1
"Cui, Li",1
" Arraes, Luiz Claudio",1
" Ha, Kwon-Soo",1
"Szwedziak, Piotr",1
" Zewudie, Dinka",1
" Perez-Juste, Jorge",1
" de Carvalho, Carlos E.",1
"Li, Wenbo",1
" Barge, Laura M.",1
" Di Mauro, P.",1
" Meltzer, Martin I.",1
" Thomas, Alexa L.",1
" da Rocha, Simao T.",1
"Hung, Hsiang-Hsuan",2
" Pellegrin, Yann",10
" Fang, Yan-Yan",1
"Gerkema, Menno P.",1
" Zhang, Xiao",22
"Moseri, Adi",1
" Wolfe, Robert",1
"Vasanthakumar, Aparna",1
"Ramstad, Kristina M.",1
" Jahnke, Justin P.",1
" Sugis, Elena",1
" Peng, Dahai",2
" Russo, Giulia",1
" Bachvaroff, Tsvetan R.",1
" Munoz-Bodnar, Alejandra",1
" Fleischmann, Andreas",1
" Tian, Ran",1
" Liang, Aimin",1
" Pujol, Isabelle",1
" Zhou, Xing-Fu",4
" Sadhukhan, Debasis",1
" Araki, Shingo",1
" Soto-Acuna, Sergio",2
" Kirou, Kyriakos A.",1
" Parry, David A.",1
"Maiti, Atanu",3
" Ran, Hao",2
" Liu, P.",5
" Wei, Zhe",3
" Smith, G. J.",1
" Argiriou, Anagnostis",1
" Huang, Limei",1
" Bai, Yajun",1
" Byrne, Bernadette",4
" Numajiri, Toshiaki",1
" Zong, Gang",1
" Burrai, Giovanni Pietro",1
" Parker, Joel S.",1
 Zhao Yan-Fei,1
" Morgan, Kelsey M.",1
" Luhmann, Janet G.",2
" Lehmann, T.",1
" Huang, Xiao-Bin",1
" Lv, Tao",2
" Khalfallah, Yosra",3
" Gu, Yuanxin",3
" Guldi, D. M.",1
" Jayasundara, W. J. M. J. S. R.",4
"Glogowska, Edyta",1
He Ke,1
" Iinuma, Hiroki",1
"Tsai, Yi-ni",1
" Webby, Richard",6
" Lauhon, Lincoln J.",2
" DiCuccio, Michael",1
" Liu, Yan-wen",1
" Orofino, M. C.",1
" Nadarajah, Vidushan",1
" Bartelt-Kirbach, Britta",2
" Divya, Pillutla",4
"Hartstra, Annick V.",1
" Torrenti, R.",1
"Godbold, Amanda",1
"Visvader, Jane E.",1
" DiRago, Ladina",1
" Gruen, Joachim R.",1
" Yamayoshi, Seiya",1
" Cleland, Jeffery M.",1
" Kamiya, Hiroshi",1
" Erni, Rolf",1
" Madhukar, B. V.",1
 Song-lin Wu,1
" Wang, K.",2
" Ghosh, Suhrit",1
" Evers, Tara",1
" Martinez-Escauriaza, Roi",1
" Oddsson, Asmundur",1
" Cheon, Shinhye",1
" Badawi, Mohamed A.",1
" Estrada, J.",1
"Smith, Frank W.",2
" Lin, Xiang",2
" Lian, Qizhou",1
"Schork, N. J.",1
" Chen, Shuangming",2
" Karafillakis, Emilie",1
" Shaman, J.",1
" Yu, Wendy C. L.",1
" Evplov, Dmitry",1
" Lee, Ki-Seong",1
"Wang, H.",1
 Zhao GuoZhen,1
" Phares, Denis J.",1
" Deng, Biwei",1
" Kutchan, Toni M.",2
" Ramana, M. V.",1
